Country_cat;Intercompany_cat;Overdue_cat;Agegroup_cat; Value ;Period_cat; target
Treasury;Y;Yes;120+;12278236;Q3;121.62447949459124
Treasury;Y;Yes;31-60;4224206;Q3;127.45832677247256
Treasury;Y;Yes;61-90;919441;Q3;141.9026250487101
Treasury;Y;Yes;91-120;423153;Q3;112.37712790484754
Switzerland;Y;No;0-30;109439611;Q3;20.031378090894158
Switzerland;Y;No;91-120;1216830;Q3;16.73298848276784
Switzerland;Y;Yes;0-30;-7203249;Q3;-522.3294006642489
Switzerland;Y;Yes;120+;610552842;Q3;132.14154382094543
Switzerland;Y;Yes;31-60;12557202;Q3;124.30484905646298
Switzerland;Y;Yes;61-90;17581804;Q3;124.04367471169434
Switzerland;Y;Yes;91-120;14622344;Q3;107.71293734089741
Switzerland;Y;No;0-30;4515137;Q3;-28.732781351311278
Switzerland;Y;No;31-60;12038868;Q3;-100.16120765676524
Switzerland;Y;Yes;0-30;1710527;Q3;103.98580109824277
Switzerland;Y;Yes;120+;4737938;Q3;128.7884609794955
Switzerland;Y;Yes;31-60;-227105;Q3;-495.85982555910255
Switzerland;Y;Yes;61-90;400520;Q3;108.44910833749267
Switzerland;Y;Yes;91-120;520739;Q3;134.10360713216852
Switzerland;Y;No;0-30;18215208;Q3;-132.49078581456766
Switzerland;Y;No;31-60;350395;Q3;57.86102715250023
Switzerland;Y;Yes;0-30;4272126;Q3;129.55562971695542
Switzerland;Y;Yes;120+;-4127565;Q3;-536.9300284048306
Switzerland;Y;Yes;31-60;4549495;Q3;111.63280558464152
Switzerland;Y;Yes;61-90;1091374;Q3;113.83567444402487
Switzerland;Y;Yes;91-120;1320496;Q3;139.09280373301223
Switzerland;Y;No;0-30;26166228;Q3;-169.40429186341885
Switzerland;Y;No;31-60;30516487;Q3;105.022809964169
Switzerland;Y;No;61-90;-89734;Q3;-517.2460960757645
Switzerland;Y;Yes;120+;2158228;Q3;112.28204359311395
Switzerland;Y;Yes;61-90;170384;Q3;152.28921618075023
Switzerland;Y;Yes;91-120;2827789;Q3;102.28496683567276
Switzerland;Y;No;0-30;1428350;Q3;-14.87232977446662
France;N;No;0-30;1812869;Q3;104.34910666244888
France;N;Yes;120+;-86084;Q3;-457.370829638837
France;N;Yes;91-120;5358690;Q3;139.73897742164914
Others;N;No;31-60;4491653;Q3;45.53062718700895
Others;N;Yes;61-90;420008;Q3;115.96828522531624
Others;N;No;31-60;2417248;Q3;-26.978664396707373
Italy;N;Yes;120+;570440;Q3;110.09701240945341
Iberia;Y;No;0-30;1899416;Q3;106.016254508278
Iberia;Y;No;31-60;-216725;Q3;-492.7676955312117
Iberia;Y;Yes;61-90;6016041;Q3;118.42591293119996
France;Y;No;0-30;20239512;Q3;34.95450901159421
France;Y;Yes;120+;6356169;Q3;126.97431929665206
France;Y;Yes;31-60;3280537;Q3;96.34510925261188
France;Y;Yes;91-120;5827245;Q3;96.81947372252588
France;Y;No;0-30;6228665;Q3;-42.21091407549405
France;Y;Yes;120+;2866462;Q3;115.67088420096199
France;Y;Yes;120+;3078063;Q3;97.28392814114446
France;Y;No;0-30;9276431;Q3;-30.214909722885896
France;Y;No;0-30;263955;Q3;-94.60577262824118
France;Y;Yes;120+;-334031;Q3;-534.4773550914947
Others;Y;No;0-30;1835764;Q3;178.7750351030293
UK;Y;No;0-30;6159035;Q3;-58.264156492102146
UK;Y;Yes;120+;288066;Q3;116.59362917398883
Adriatic;N;No;0-30;1071185;Q3;28.961339890843607
Adriatic;N;Yes;31-60;3617270;Q3;112.34424564612131
Adriatic;N;No;0-30;317224;Q3;60.89117821836226
Adriatic;N;Yes;0-30;2482104;Q3;107.02405971580167
Adriatic;N;No;0-30;9425550;Q3;-143.60561121842744
Adriatic;N;No;31-60;382662;Q3;102.46990171189505
Adriatic;N;Yes;0-30;47562;Q3;111.53501009984394
Adriatic;N;Yes;120+;5937613;Q3;92.7813197273699
Adriatic;N;Yes;31-60;1976869;Q3;85.79210896791966
Adriatic;N;Yes;61-90;70301;Q3;144.10982406573268
Adriatic;N;Yes;91-120;7122878;Q3;93.64939883776266
CISregion;N;No;0-30;-116713;Q3;-496.4232289170172
CISregion;N;Yes;120+;230870;Q3;103.15036467618049
CISregion;N;Yes;31-60;4961512;Q3;135.54858802406042
Adriatic;Y;No;0-30;904577;Q3;44.367104963738775
Adriatic;Y;No;0-30;4215479;Q3;197.45783018405922
Adriatic;Y;No;0-30;4602671;Q3;-88.1133514834809
Adriatic;Y;No;0-30;2772436;Q3;50.051186535694114
CISregion;Y;No;0-30;2800567;Q3;-54.58208407882162
CISregion;Y;Yes;120+;5216422;Q3;99.67520180287914
CISregion;Y;Yes;31-60;7775615;Q3;129.17619665799026
Treasury;Y;Yes;120+;1809355;Q3;96.77851253851594
Treasury;Y;Yes;31-60;946999;Q3;106.29817058123999
Switzerland;Y;Yes;31-60;2084604;Q3;94.94662110322106
Switzerland;Y;Yes;31-60;2363035;Q3;113.8842840850082
Switzerland;Y;No;0-30;3546756;Q3;-111.35031761543878
Switzerland;Y;No;0-30;16038327;Q3;79.65315175283911
Others;N;Yes;120+;515632;Q3;119.21553861781129
UK;Y;No;0-30;11055467;Q3;-56.31944005121957
UK;Y;Yes;120+;1991205;Q3;108.0003160439715
Italy;Y;No;0-30;6166441;Q3;113.85330318041305
Iberia;Y;No;0-30;142992;Q3;-15.090657846257734
Austria;Y;Yes;0-30;3345273;Q3;95.51589296062231
Treasury;Y;Yes;0-30;4433816;Q3;134.08953443867208
Treasury;Y;Yes;120+;509333;Q3;100.7836288937761
Germany;N;No;0-30;3550438;Q3;118.85932339093068
Germany;N;No;0-30;9328601;Q3;228.23785245425825
Germany;N;No;120+;311107;Q3;23.1145184933456
Germany;N;No;31-60;10194697;Q3;-24.59826974485098
Germany;N;Yes;0-30;1562498;Q3;121.44520505309318
Germany;N;Yes;120+;1819775;Q3;109.08480991540601
Germany;N;Yes;31-60;2620437;Q3;94.51363447177133
Germany;N;Yes;61-90;1800627;Q3;121.89921526208786
Germany;N;Yes;91-120;1336894;Q3;150.08842970737754
Germany;N;No;0-30;4891724;Q3;45.468217829405084
Germany;N;No;120+;1125551;Q3;75.91580704253961
Germany;N;Yes;120+;1629440;Q3;133.5859295665892
Switzerland;N;No;0-30;3120292;Q3;0.9492139486229618
Switzerland;N;No;120+;4630957;Q3;-63.44452610872598
Switzerland;N;Yes;0-30;3988737;Q3;111.10523908107167
Switzerland;N;Yes;120+;5587406;Q3;135.1689075815694
Switzerland;N;Yes;31-60;2120031;Q3;115.68382882124439
Switzerland;N;Yes;61-90;1184747;Q3;116.46913434445277
Germany;N;No;0-30;147378;Q3;83.69955750171778
Germany;N;No;120+;200842;Q3;58.28869780095017
Germany;N;No;0-30;38697238;Q3;-70.58055205790788
Germany;N;No;120+;7811340;Q3;108.09619454634874
Germany;N;No;31-60;19987510;Q3;-63.4397351603218
Germany;N;No;61-90;8930226;Q3;3.0978249542910703
Germany;N;No;91-120;1565376;Q3;-78.42300981527606
Germany;N;Yes;0-30;14818491;Q3;116.99946943089424
Germany;N;Yes;120+;8376506;Q3;136.12886039568318
Germany;N;Yes;31-60;28390601;Q3;133.80715407669743
Germany;N;Yes;61-90;2663211;Q3;106.6734914334936
Germany;N;Yes;91-120;1611610;Q3;121.51511458632527
Germany;N;No;0-30;17235038;Q3;-9.54938552211199
Germany;N;No;120+;548910;Q3;43.80718676664844
Germany;N;No;31-60;13272147;Q3;17.080680336707964
Germany;N;Yes;0-30;2197757;Q3;120.58998070922404
Germany;N;Yes;120+;3025155;Q3;121.95051569596303
Germany;N;Yes;31-60;731381;Q3;115.3586813838054
Germany;N;Yes;61-90;3357936;Q3;116.51208402673572
Germany;N;Yes;91-120;3342882;Q3;130.42728813676686
JV;N;No;0-30;8133365;Q3;-26.95267346909925
JV;N;No;31-60;2821453;Q3;117.24315109670336
JV;N;Yes;0-30;1395345;Q3;121.80293779560127
JV;N;Yes;120+;3555773;Q3;99.69788028367013
JV;N;Yes;31-60;2715769;Q3;125.14689021992426
JV;N;Yes;61-90;245662;Q3;134.46829588681814
JV;N;Yes;91-120;2028219;Q3;101.89277753706675
Germany;Y;No;0-30;6927031;Q3;-133.84716882429638
Germany;Y;Yes;120+;2896460;Q3;103.79597944691795
Germany;Y;Yes;31-60;1306862;Q3;121.71257859694211
Germany;Y;No;0-30;3048188;Q3;64.89476252010886
Germany;Y;Yes;0-30;3794988;Q3;118.22373688792885
Germany;Y;Yes;120+;2400898;Q3;130.58869883596034
Germany;Y;Yes;31-60;192993;Q3;139.089195541878
Germany;Y;Yes;61-90;430034;Q3;128.91667941485198
Germany;Y;Yes;91-120;2665265;Q3;158.07655879448086
Germany;Y;No;0-30;1130600;Q3;17.601830012360672
Germany;Y;No;0-30;1888437;Q3;54.33731457345969
Germany;Y;Yes;120+;65267;Q3;102.38819254487817
Germany;Y;Yes;61-90;2519780;Q3;112.85049892332339
Germany;Y;Yes;91-120;2515068;Q3;127.3577953515616
Switzerland;Y;No;0-30;118645268;Q3;-43.1276253698416
Switzerland;Y;Yes;0-30;1124389;Q3;153.41178040589529
Switzerland;Y;Yes;61-90;2620820;Q3;140.0616739388155
Germany;Y;No;0-30;16936888;Q3;-175.80711465362336
Germany;Y;No;31-60;3910078;Q3;249.49416627090423
Germany;Y;No;91-120;582214;Q3;87.14720062982377
Germany;Y;Yes;0-30;-140514;Q3;-545.3643255453277
Germany;Y;Yes;120+;3879515;Q3;149.16771649255128
Germany;Y;Yes;31-60;232271;Q3;81.81802067768007
Germany;Y;Yes;61-90;465199;Q3;114.14322174899358
Germany;Y;Yes;91-120;3643358;Q3;137.38252205280725
Germany;Y;No;0-30;2571755;Q3;108.86506190663899
Germany;Y;Yes;0-30;726604;Q3;136.91650369407955
Germany;Y;Yes;91-120;53591;Q3;130.38377392397913
Germany;Y;No;0-30;691444963;Q3;112.34372808912175
Germany;Y;No;120+;4051803;Q3;149.25830228369665
Germany;Y;No;31-60;1013090;Q3;156.98955028153102
Germany;Y;No;61-90;5206451;Q3;-15.314583738554074
Germany;Y;Yes;0-30;46921;Q3;118.74688997274464
Germany;Y;Yes;120+;900217;Q3;101.18287040306959
Germany;Y;Yes;31-60;14300276;Q3;134.79315102009758
Germany;Y;Yes;61-90;631868;Q3;136.82151710857275
Germany;Y;Yes;91-120;4262574;Q3;112.42462732462235
Germany;Y;No;0-30;2409229;Q3;-40.99500822310176
Germany;Y;Yes;0-30;5285776;Q3;128.44653387031133
Germany;Y;Yes;31-60;1774890;Q3;126.03525507784487
Germany;Y;No;0-30;7718784;Q3;-106.42337084685396
Germany;Y;Yes;0-30;2157876;Q3;73.0407174509468
Germany;Y;No;0-30;1414384;Q3;-37.86753828932949
Germany;Y;Yes;0-30;2202477;Q3;157.1123694710329
Germany;Y;Yes;61-90;1106355;Q3;160.5874795584927
Germany;Y;No;0-30;9849633;Q3;8.213815688438757
Germany;Y;Yes;120+;4941750;Q3;125.6392768782448
Germany;Y;Yes;31-60;7805472;Q3;94.52976212743305
Germany;Y;Yes;61-90;35301;Q3;81.42036428960498
Germany;Y;Yes;91-120;31338;Q3;88.64646304453349
Germany;Y;No;0-30;654079;Q3;-52.44035106438089
Germany;Y;No;0-30;955508;Q3;-65.18518465742075
Germany;Y;Yes;0-30;1794504;Q3;110.57641749287544
Germany;Y;No;0-30;4297056;Q3;160.8796980083713
Germany;Y;Yes;0-30;12128;Q3;111.37999200078838
JV;Y;No;0-30;84937;Q3;79.87679392035773
