DayOfWeek; HourOfDay; Event_cat; Company_cat; UserID_cat; MaterialName_cat; DeliveryStatus
1; 23; Shipment; FR01; PORFCUSER; TENA Bed Normal 60x90, 4x35p INT; 1
4; 16; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Menthol HA 30/15x9 4 ply FSC; 1
3; 20; Shipping change: date ship. compl.; DE13; PORFCUSER; ZEWA Deluxe 7/8-R 135SH 4-Ply Std PEFC; 1
3; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; DEMAKUP Cotton Sensitive Oval 24/64; 1
2; 11; Shipping change: name carrier; DE13; PORFCUSER; ZEWA PREMIUM-STD BRT 6/6R 110Sh Wht PEFC; 1
2; 6; Shipping change: itinerary date; DE13; PORFCUSER; TEMPO Base 72/56x10 4p Q2/18 Broca FSC; 1
1; 11; Shipping change: name carrier; DE13; PORFCUSER; KOKETT Sued TP 126/10-R 200SH 3ply PEFC; 1
5; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Comfort Mini Extra 8x28p Neu; 1
4; 0; Invoice; FR01; HYB_BATCHMAN; Hand Towel Neutral Multifold Zfold 2ply; 1
5; 10; Order; DE27; HYB_BATCHMAN; Tork Basic Paper Cfeed M2 2 ply; 1
1; 12; Shipping change: name carrier; FR01; PORFCUSER; CARREFOUR Toipa 7/6-R 2-Ply White FSC; 1
3; 11; Shipping change: date ship. compl.; FR01; PORFCUSER; APTA HHT 16/3-R 2Ply Design Max Abs PEFC; 1
1; 7; Delivery change: volume; DE13; PORFCUSER; ZEWA W&W 105/4-R FunDsgn Mick Q3/18 PEFC; 1
1; 7; Shipping change: date ship. compl.; DE13; PORFCUSER; ZEWA W&W 105/4-R FunDsgn Mick Q3/18 PEFC; 1
2; 13; Delivery change: volume; FR01; ITHZC42; SOLO HA 8/30x10 4-Ply Std FSC (Design 3); 1
2; 9; Shipment; FR01; FRHAURE; MIMOSA Toipa 21/6-R 2P Zen Moment PEFC; 1
3; 6; Delivery change: volume; FR01; PORFCUSER; TENA Lady Extra 12x10p B3 FR+sticker; 1
3; 18; Delivery change: billing date; FR01; PORFCUSER; Tork Ind Cleaning Cloth Grey Handy Box; 1
3; 8; Delivery change: billing date; FR01; PORFCUSER; TENA Pants Plus XL, 4x12p, INT; 1
5; 17; Delivery change: volume; FR01; HYT_WMS_WP1; SYSTeME U BRT 21/6-R 2-ply decore FSC; 1
1; 14; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Foam Soap Dispenser White; 1
1; 17; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Just1 XXL TP 6/6-R 5 ply; 1
6; 0; Shipping change: itinerary date; DE27; PORFCUSER; Tork HTR for Elec D. 19,5 2p 143m; 1
2; 17; Delivery change: country of origin; FR01; HYT_WMS_WP1; AUCHAN TP 14/6R 2Ply Decored PEFC; 1
5; 14; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT COMPACT 75/4R 2-P White FSC; 1
5; 10; Delivery; FR01; FRHJEBU; SYSTEME U BRT 7/6-R 4-ply White FSC EU; 1
2; 18; Delivery change: goods movement date; FR01; PORFCUSER; SYSTeME U facial 27/100 3P Ecolabel FSC; 1
5; 12; Incoming payment; DE13; DEHKLLA; TENA Comfort Original Super 2x36p,INT; 1
5; 21; Delivery change: stat. goods mov. date; DE27; PORFCUSER; Tork Wiping Paper Cfeed M2 C&C; 1
3; 18; Shipping change: name carrier; FR01; PORFCUSER; OKAY Compresse HHT 5/6-R 2P White; 1
4; 9; Delivery change: goods movement date; DE27; PORFCUSER; Tork LunchNap 1P 8F White 500/9; 1
5; 9; Order; DE13; HYB_BATCHMAN; DM Babylove Junior 6x36p, Rt 18 FSC; 1
2; 20; Delivery change: stat. goods mov. date; DE13; HYB_BATCHMAN; DM Babylove Maxi 6x42p Rt 18 FSC; 1
5; 11; Shipping change: itinerary date; FR01; PORFCUSER; Tork Basic Paper Roll W2 2ply; 1
3; 7; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Moltonel S.Tube Styl BRT 9/4R3P Wh; 1
3; 12; Shipment; FR01; FRHSAHJ; Metro Prof C&C Serv Lunch 2P Fuchsia; 1
3; 16; Shipping change: date ship. compl.; DE13; PORFCUSER; KOKETT Sued HHT 168/4-R 3-Ply PEFC; 0
5; 9; Delivery change: goods movement date; FR01; PORFCUSER; TENA Comfort Maxi, 2x28pcs, INT/IT; 1
4; 14; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Liquid Soap Starter Pack C&C; 1
2; 0; Invoice; FR01; HYB_BATCHMAN; TENA Bed Plus 60x90, 4x35p INT/IT; 1
1; 13; Delivery; FR01; FRHJEBU; SYSTEME U JUMBO 6/1R 2P Wht FSC d.175 EU; 1
4; 6; Shipping change: itinerary date; DE13; DEDFESC; TENA Comfort Mini Extra 8x28p Neu; 1
3; 13; Shipment; FR01; PORFCUSER; TENA Pants Plus XL, 4x12p, INT; 1
3; 0; Invoice; FR01; HYB_BATCHMAN; MIMOSA Toipa  21/6-R 2P Summer Sun PEFC; 1
2; 10; Sales Doc. change: delivery block; FR01; FRHCAEO; MIMOSA TP 124/9-R 140SH 3-Ply Pink PEFC; 1
3; 10; Shipping change: conditions; DE13; DEXSTRE; TENA Men PU L4 Medium 4x12p, INT; 1
1; 10; Order; FR01; FRHCHLD; TENA Slip Plus Large 3x30p, INT/IT; 1
2; 7; Delivery change: goods movement date; FR01; PORFCUSER; TENA Pants Plus Small, 4x14p, INT; 1
2; 23; Shipment; FR01; PORFCUSER; TENA Bed Plus 60x90, 4x35p INT/IT; 1
5; 14; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP 21/6-R 2P White PEFC EU Flower; 1
5; 10; Delivery; DE13; DEHDLBA; TEMPO Base 24/6x10 4p Q2/18 Broca FSC; 1
1; 10; Shipping change: name carrier; DE13; PORFCUSER; TEMPO Box 6/2*80 4-Ply Q2/18 FSC; 1
3; 14; Order; FR01; FRHMEBR; Tork Jumbo TR Prem 2p 360m; 0
2; 11; Sales Doc. change: delivery block; FR01; FRHCOIN; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 1
2; 12; Incoming payment; FR01; FRHIBBE; TENA Pants Plus Large, 4x14p, INT; 1
1; 13; Shipping change: name carrier; FR01; PORFCUSER; SYSTeME U HHT 7/2R=4  2-P  New SUBL FSC; 1
5; 14; Delivery change: stat. goods mov. date; FR01; HYT_WMS_WP1; MIMOSA Toipa 124/9-R 3Ply White PEFC; 1
6; 0; Invoice; DE13; HYB_BATCHMAN; ZEWA Deluxe 7/8-R 135SH 4-Ply Std PEFC; 1
1; 13; Delivery change: country of origin; FR01; HYT_WMS_WP1; MIMOSA BRT 7/6R 5P White PEFC EU; 1
3; 15; Delivery change: volume; DE13; PORFCUSER; lights by TENA Long Liner 6x20p B2; 1
4; 11; Shipping change: itinerary date; DE13; PORFCUSER; KOKETT Sued TP 126/10-R 160SH 4-Ply PEFC; 1
2; 8; Shipping change: name carrier; FR01; PORFCUSER; LOTUS Xxl BRT 7/6-R 2Ply White; 1
2; 13; Sales Doc. change: delivery block; FR01; FRHSOJO; NANA Maxi Night wing sw 12x12pcs; 1
4; 9; Delivery change: volume; FR01; PORFCUSER; TENA Wash Glove 12x50pcs; 1
6; 0; Invoice; FR01; HYB_BATCHMAN; LOTUS Sensitive 15/110 FP 4ply White FSC; 1
3; 16; Shipping change: itinerary date; FR01; PORFCUSER; LOTUS Moltonel TP 3/12-R 3 ply Y. Peach; 1
2; 12; Shipping change: name carrier; DE13; PORFCUSER; ZEWA BewrtKam 7/8-R 150SH 3p Q1/18 PEFC; 1
2; 9; Order; DE13; HYB_BATCHMAN; TENA Pants Plus Large, 4x8p, INT; 1
2; 11; Sales Doc. change: delivery block; FR01; FRHPABE28; TENA MEN Medium Level 2, 8x10p, FR+stick; 1
1; 8; Shipment; FR01; FRHAURE; MIMOSA BRT 186/6R 3-Ply DECORE PEFC EU; 1
1; 9; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP 84/12-R  WHT Max PEFC EU Flowe; 1
3; 23; Shipment; FR01; PORFCUSER; TENA Flex Maxi Small 3x22pcs, INT; 1
5; 11; Shipping change: itinerary date; FR01; PORFCUSER; OKAY Xxl HHT 15/2-R 2Ply White; 1
2; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; LOTUS Baby Touch 4+ (mx+) 6x36p, FSC Pr; 1
5; 12; Delivery change: country of origin; FR01; HYT_WMS_WP1; SYSTeME U BRT 16/6-R 3-ply decore FSC EU; 1
2; 16; Delivery change: volume; DE13; HYT_WMS_WP1; DM Babylove Maxi 2x42p SRU Rt 18 FSC; 1
2; 0; Invoice; DE27; HYB_BATCHMAN; Tork Conv TR Prem 3p 250s; 1
2; 8; Order; FR01; HYB_BATCHMAN; TENA Pants Normal Large 4x18p, NEU; 1
2; 8; Order; FR01; HYB_BATCHMAN; TENA Slip Plus Large 3x30p, INT/IT; 1
2; 13; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP 60/24R- 2P WhT  PEFC EU Flower; 1
5; 8; Delivery; FR01; FRBISMA; MIMOSA BRT 7/6R 5P White PEFC EU; 1
1; 14; Sales Doc. change: delivery block; FR01; FRHCOIN; LOTUS Classic HA 30/15x9 4-P Wht FSC; 1
4; 0; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Pants Original Normal M, 4x18p, DE; 1
5; 13; Shipping change: name carrier; FR01; PORFCUSER; Tork Ind Cleaning Cloth Grey Handy Box; 1
4; 7; Delivery change: volume; FR01; PORFCUSER; TENA Flex Maxi Extra Large 3x21p, INT; 1
4; 1; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Plus 2x46 pcs INT; 1
2; 16; Delivery change: stat. goods mov. date; FR01; FRHSAAT; LOTUS CUBIC FA 18/48 3 Ply FSC; 1
4; 12; Sales Doc. change: delivery block; FR01; FRHVEPA; OKAY HHT 4/6-R 2Ply White; 1
3; 1; Invoice; FR01; HYB_BATCHMAN; TENA Slip Maxi Medium 3x24p, INT/IT; 1
2; 6; Delivery change: stat. goods mov. date; DE13; PORFCUSER; ZEWA W&W HHT 9/2R Xtra Q2/18 PEFC; 1
5; 17; Delivery change: volume; FR01; PORFCUSER; LOTUS Xxl BRT 7/6-R 2Ply White; 1
2; 14; Shipping change: name carrier; DE13; PORFCUSER; TENA Lady Normal 6x12p, DE SRP; 1
4; 13; Shipment; DE27; PORFCUSER; Tork Wiping Paper Cfeed M2 C&C; 1
3; 9; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS Xxl BRT 7/6-R 2Ply White; 1
5; 0; Shipping change: itinerary date; DE27; PORFCUSER; Tork C-fold Hand Towel  Adv 2p; 1
1; 8; Shipment; FR01; FRHAURE; MIMOSA HHT COMPACT 105/3R 2P Printed FSC; 1
5; 9; Delivery change: stat. goods mov. date; FR01; FRLCAMA; MIMOSA HHT COMPACT 105/3R 2P Printed FSC; 1
2; 16; Delivery change: goods movement date; FR01; PORFCUSER; Tork Xpress XSoft Multifold HT Prem 2p M; 0
2; 12; Delivery change: volume; FR01; PORFCUSER; LOTUS Confort BRT 4/24-R 2 Ply Pink; 1
5; 19; Order; FR01; PORFCUSER; LOTUS Moltonel Folded TP 16/8 3 Ply; 1
1; 9; Delivery; DE13; DELTHGR; DM S&S 6/3R 100Sh 3p Dsgn Winter PEFC; 1
5; 16; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT Comp 175/2-R White FSC; 1
2; 6; Shipping change: itinerary date; DE13; DEDHEFI; TENA Slip Plus Medium 3x30p INT/IT; 1
2; 9; Shipment; FR01; FRHAURE; MIMOSA TP 60/24R- 2P WhT  PEFC EU Flower; 1
5; 9; Shipping change: itinerary date; DE13; PORFCUSER; TEMPO Verwohnmom Shea MTT 8/2*42 FSC; 1
2; 14; Shipping change: date ship. compl.; FR01; PORFCUSER; TENA Pants Normal Medium 4x18p, NEU; 1
5; 14; Delivery; FR01; FRHJEBU; TENA Pants Plus Large 12x8p, FR; 1
1; 13; Shipping change: name carrier; DE13; PORFCUSER; ZEWA Ultra Soft BRT 9/8-R 150SH 4p PEFC; 1
4; 2; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Normal 3x42p, INT; 1
2; 12; Delivery change: volume; FR01; PORFCUSER; TENA Bed Plus 60x90, 4x35p INT/IT; 1
3; 10; Delivery; FR01; FRHJEBU; MIMOSA TP 60/24R- 2P WhT  PEFC EU Flower; 1
3; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Pants Plus XL, 4x12p, INT; 1
4; 0; Invoice; FR01; HYB_BATCHMAN; SV ARO C&C 29x32/1 P4 BLANC 1600pcs; 1
6; 0; Invoice; FR01; HYB_BATCHMAN; TENA Men Pants Plus Medium, 4x9p; 1
4; 10; Delivery change: stat. goods mov. date; FR01; PORFCUSER; TENA Flex Plus Small 3x30p, INT; 1
5; 1; Invoice; FR01; HYB_BATCHMAN; TENA Wash Glove 6x200pcs; 1
1; 11; Delivery; FR01; FRHMOKH; Tork DinnerNap 2P 4F White 150/12; 0
5; 1; Invoice; FR01; HYB_BATCHMAN; TENA Silhouette Normal Large 6x10p; 1
2; 15; Delivery change: volume; DE13; PORFCUSER; DM S&S FA Box 12/110SH 4P Design 18 FSC; 1
5; 6; Delivery change: stat. goods mov. date; DE13; DEDHEFI; TENA Pants Normal XL, 6x15, vzp 0170257; 1
2; 11; Sales Doc. change: delivery block; FR01; FRLAULI; SYSTeME U FACIAL CUB 30/70  3 ply FSC EU; 1
2; 6; Delivery change: country of origin; FR01; HYT_WMS_WP1; SUBLIMO HHT 144/3-R 2-Ply New Dec Comp; 1
5; 12; Delivery change: goods movement date; FR01; PORFCUSER; Systeme U Maxi Normal sw 16x18pcs; 1
5; 12; Shipping change: itinerary date; DE13; PORFCUSER; DM Sanft+Sicher TP 5/6-R 129SH 5ply FSC; 1
2; 11; Shipment; DE13; DEHOLMU; DM S&S BRT 126/10x200 3p 2018 DE PEFC; 1
5; 10; Delivery; DE27; DEHGOMA; Tork Mini Singlefold HT Starter Pack; 1
1; 17; Delivery change: goods movement date; DE27; HYB_BATCHMAN; Tork Singlefold/Cfold Mini HT Disp Bl; 1
3; 10; Delivery change: volume; DE13; PORFCUSER; TEMPO Box 12/80 4-Ply Q2/18 FSC; 1
5; 15; Delivery change: volume; FR01; PORFCUSER; OKAY HHT 4/6-R 2Ply Des.; 1
4; 1; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Super 2x36p,INT; 1
5; 10; Incoming payment; DE13; DEHGUSC; TENA Slip Plus Small 3x30p INT/IT; 1
4; 13; Order; FR01; PORFCUSER; MIMOSA TP126/12-R 2-P Pink PEFC EU Flow; 1
2; 17; Shipping change: name carrier; FR01; PORFCUSER; SYSTeME U BRT 8/12R 2P Pink FSC EU; 1
1; 18; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS jessuie HHT 16/3R 3P White FSC; 1
4; 9; Shipping change: name carrier; FR01; PORFCUSER; SYSTeME U BRT 21/6-R 2-ply decore FSC; 1
5; 11; Shipping change: name carrier; FR01; PORFCUSER; SYSTEME U BRT 8/12-R 3-Ply Pink FSC EU; 1
4; 13; Sales Doc. change: req. delivery date; DE13; DEHSTSZ; TENA Slip Plus Large 3x30p, INT/IT; 1
2; 12; Incoming payment; DE13; DEHKLLA; TENA Comfort Mini Super 6x30p Neu; 1
1; 18; Delivery change: volume; FR01; PORFCUSER; OKAY HHT 4/6-R 2Ply White; 1
4; 13; Delivery; FR01; FRBISMA; MIMOSA HHT Comp 175/2-R White FSC; 1
5; 16; Shipment; DE13; DEHMYWA; TENA Slip Plus Large 3x30p, INT/IT; 1
5; 16; Shipment; DE13; DEHMYWA; TENA Lady Extra 6x20p, B2, DE neu; 1
4; 13; Shipping change: name carrier; DE13; PORFCUSER; DM S&S TP 63/20x200 3p PEFC; 1
5; 4; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Comfort Maxi, 2x28pcs, INT.; 1
7; 0; Shipment; FR01; ESOANCA; Tork Ind. HeavyDuty Wiping Paper Blue W4; 0
4; 19; Delivery change: stat. goods mov. date; DE13; HYT_WMS_WP1; DM Babylove S1 6x22p channel FSC 18; 1
3; 17; Shipping change: itinerary date; FR01; PORFCUSER; Tork Matic HTR Univ 150m; 0
1; 9; Shipping change: itinerary date; FR01; HYT_WMS_WP1; MIMOSA Toipa 124/9-R 3Ply White PEFC; 1
3; 15; Shipping change: itinerary date; FR01; HYT_WMS_WP1; MIMOSA TP126/12-R 2-P Pink PEFC EU Flow; 1
3; 12; Delivery change: goods movement date; FR01; PORFCUSER; LOTUS Confort BRT 12/8-R 2Ply White; 1
2; 15; Sales Doc. change: billing block; DE13; DEHCHDE; KOKETT Nord HA 16/30x10 4p FSC Pastell; 1
3; 13; Delivery; FR01; FRHJEBU; SYSTEME U BRT 7/6-R 4-ply White FSC EU; 1
5; 17; Shipping change: itinerary date; FR01; PORFCUSER; LOTUS Confort BRT 8/12-R 2P Pink/White; 1
2; 0; Shipment; FR01; ESOANCA; Industrial roll neutral chamois; 1
5; 14; Shipping change: itinerary date; DE13; HYT_WMS_WP1; DM Babylove S2 6x20p channel FSC 18; 1
3; 11; Order; FR01; FRHCHLD; TENA Slip Maxi Medium 3x24p, INT/IT; 1
2; 8; Sales Doc. change: stat.req.date; FR01; FRLAULI; SYSTEME U Toipa 7/6-R 5-Ply FSC EU; 1
6; 1; Invoice; DE13; HYB_BATCHMAN; TENA Comfort Original Super 2x36p,INT; 1
5; 12; Order; DE13; DEHSTSZ; TENA Pants Discreet Large, 4x10p, INT; 1
4; 1; Invoice; DE13; HYB_BATCHMAN; TENA Pants Discreet Medium, 4x12p, INT; 1
3; 0; Shipping change: itinerary date; DE27; PORFCUSER; Tork Xpress L Rec Cabinet Towel Adapter; 1
1; 10; Delivery change: stat. goods mov. date; DE13; DEHEVGR; TENA Lady Mini Plus 10x16p B2 DE; 1
4; 7; Delivery change: stat. goods mov. date; DE13; DEDSTWA; TENA Comfort Super, 2x36pcs, INT.; 1
3; 12; Incoming payment; DE13; DEHKLLA; TENA Slip Original Plus Small 3x30p INT; 1
1; 10; Shipping change: name carrier; FR01; PORFCUSER; SYST U NATURE HHT 7/2=4 blanc FSC EU; 1
4; 8; Shipping change: name carrier; FR01; PORFCUSER; SYSTeME U HHT 7/2R=4  COMP. 2P Wht FSC; 1
1; 19; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT Comp 175/2-R White FSC; 1
1; 19; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT 80/6 R 2P White FSC; 1
3; 11; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA HHT 80/6 R 2P White FSC; 1
1; 16; Shipment; FR01; FRHELBE; SYSTeME U BRT 8/12R 2P white FSC EU; 1
3; 8; Delivery change: goods movement date; FR01; PORFCUSER; TENA Pants Plus Night Large, 4x12p; 1
1; 10; Shipment; DE13; DEHOLMU; FLORALYS TP 126/10-R 160SH DE Scan PEFC; 1
5; 10; Shipping change: name carrier; FR01; PORFCUSER; SOLO BRT 144/12-R 3-Ply Design PEFC; 1
1; 9; Delivery change: billing date; FR01; PORFCUSER; LOTUS JESSUIE HHT 8/1R 2P Jumbo Wht Eco; 1
3; 13; Delivery; FR01; FRBISMA; AUCHAN TP 84/12R 3P Deco Perf Blue PEFC; 1
5; 14; Delivery change: country of origin; DE13; HYT_WMS_WP1; DM Babylove Newborn XS 6x24p FSC, 17; 1
4; 10; Shipping change: name carrier; FR01; PORFCUSER; SYSTEME U BRT 8/12-R 3-Ply White FSC EU; 1
4; 11; Order; FR01; FRHFABR; TENA Slip Super Medium 3x28p INT/IT; 1
5; 14; Shipping change: date ship. compl.; DE13; PORFCUSER; ZEWA Ultra Soft BRT 3/20-R 150SH 4p PEFC; 1
1; 11; Delivery; FR01; FRHJEBU; SYSTEM U BRT 84/18-R 2P White FSC EU; 1
1; 11; Delivery; FR01; FRHJEBU; SEPT HHT compact 14/3 R 2Ply White; 1
3; 13; Shipping change: name carrier; FR01; PORFCUSER; SYSTEM U BRT 84/18-R 2P White FSC EU; 1
3; 11; Order; FR01; PORFCUSER; OKAY Xxl HHT 15/2-R 2Ply Des.; 1
2; 8; Delivery change: volume; FR01; PORFCUSER; TENA Men Prot. Sh. Level 0 8x14p +sticke; 1
1; 8; Delivery change: volume; FR01; PORFCUSER; TENA Comfort Extra, 2x40 pcs, INT/IT; 1
1; 12; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP126/12-R 2-P Wht PEFC EU Flower; 1
3; 20; Shipping change: date ship. compl.; FR01; PORFCUSER; LOTUS JESSUIE HHT 8/1R 2P Jumbo Wht Eco; 1
3; 20; Delivery change: stat. goods mov. date; FR01; PORFCUSER; LOTUS Ultra Resist TP 8/6-R 4P White; 1
3; 1; Invoice; FR01; HYB_BATCHMAN; Tork SmartOne Twin Mini TR Disp White; 1
3; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Bed Super 60x90, 4x35p INT/IT; 1
3; 17; Delivery change: stat. goods mov. date; DE13; PORFCUSER; EDEKA Gut&Genstig TP 9/10-R 200SH 3p FSC; 1
3; 8; Delivery change: volume; FR01; PORFCUSER; TENA Flex Maxi Medium 3x22p, INT; 1
5; 7; Shipping change: date ship. compl.; DE27; PORFCUSER; Tork Xpress XSoft Multifold HT Prem 2p M; 2
3; 14; Shipment; FR01; BELPAPI; SOLO BRT 144/12-R 3-Ply Design PEFC; 1
2; 13; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA TP 84/12-R  WHT Max PEFC EU Flowe; 1
2; 11; Shipping change: itinerary date; DE27; HYB_BATCHMAN; Tork LunchNap 3P 4F Bordeaux Red 150/10; 1
5; 11; Shipping change: name carrier; FR01; PORFCUSER; AUCHAN TP 6/16-R 2P White FSC EU Flower; 1
5; 13; Delivery; FR01; FRHFABR; TENA Pants Plus Large, 4x14p, INT; 1
3; 10; Sales Doc. change: delivery block; FR01; FRHMONA; Tork Soft Singlefold HT Adv 2p V fold; 0
3; 6; Order; DE13; HYB_BATCHMAN; TEMPO Verwohnmom Cal&Kam MTT 16/42 FSC; 1
3; 19; Delivery change: volume; FR01; HYT_WMS_WP1; MIMOSA HHT Comp 175/2-R White FSC; 1
3; 10; Delivery; FR01; FRHMOKH; Tork CocktNap C&C 2P 4F Grey 300/10; 1
5; 13; Order; DE27; HYB_BATCHMAN; Tork Xpress Multifold HT Univ 2p Zfold; 1
1; 10; Shipment; FR01; FRHSAHJ; Tork CocktNap C&C 2P 4F Purple 300/10; 1
2; 10; Delivery change: billing date; FR01; PORFCUSER; TENA Slip Maxi Large 3x24p, INT; 1
2; 10; Shipping change: conditions; DE13; DEXSTRE; TENA Flex Plus Large 3x30p, INT; 1
5; 9; Shipping change: itinerary date; FR01; HYT_WMS_WP1; MIMOSA TP 84/12-R  WHT Max PEFC EU Flowe; 1
1; 8; Order; DE13; PORFCUSER; TENA Comfort Original Extra 2x40p INT; 1
5; 10; Delivery change: volume; DE13; PORFCUSER; ZEWA W&W HHT 12/4-R RW Q2/18 PEFC; 1
3; 0; Invoice; DE13; HYB_BATCHMAN; ZEWA Deluxe TP 63/16-R 135SH 4p Std PEFC; 1
4; 16; Delivery; DE13; DEHMYWA; TENA MEN Medium Level 2, 6x20p, Int; 1
5; 10; Delivery change: goods movement date; DE13; PORFCUSER; EDEKA Favora TP DISP 126/10R160SH 4p FSC; 1
3; 1; Invoice; DE13; HYB_BATCHMAN; TEMPO Protect 18/10x9 4p Q4/17 Broca FSC; 1
1; 11; Shipment; DE13; DEHAEFR; TEMPO Base 20/15x10 4Ply Q2/18 Broca FSC; 1
5; 14; Delivery; FR01; FRHSECF; TENA Flex Maxi Large 3x22p, INT; 1
3; 13; Shipping change: name carrier; FR01; PORFCUSER; MIMOSA Toipa  21/6-R 2P Summer Sun PEFC; 1
1; 10; Shipment; DE13; BEHTITO; DM S&S FA Box 12/110SH 4P Design 18 FSC; 1
5; 7; Delivery change: billing date; FR01; PORFCUSER; NANA Ultra Night Extra wing ew 12x9p; 1
4; 9; Sales Doc. change: delivery block; FR01; FRHNAKA; LOTUS Moltonel S.Tube Styl BRT 9/4R3P Wh; 1
2; 16; Delivery change: volume; FR01; PORFCUSER; LOTUS jessuie HHT 64/12(8+4)3P Wht FSC; 1
2; 16; Delivery change: stat. goods mov. date; FR01; FRHSAAT; LOTUS Just1 XXL TP 6/6-R 5 ply; 1
5; 19; Delivery change: stat. goods mov. date; DE13; HYT_WMS_WP1; DM Pl Normal Multi 10x50p Scent; 1
6; 1; Invoice; DE13; HYB_BATCHMAN; DM Ultra Normal wing ew 16x16pcs Jessa; 1
1; 9; Order; FR01; HYB_BATCHMAN; TENA Flex Maxi Large 3x22p, INT; 1
2; 15; Delivery change: stat. goods mov. date; FR01; FRHLACI; LOTUS Moltonel Style TP 7/6-R 3-ply; 1
3; 10; Delivery change: billing date; FR01; PORFCUSER; LOTUS Baby Touch 4+ (mx+) 6x36p, FSC; 1
3; 13; Order; DE13; PORFCUSER; DM Babylove XL++ 6x30p, FSC 11/17; 1
5; 19; Delivery change: country of origin; DE13; HYT_WMS_WP1; DM Ultra Night Wing ew 12x10p, Jessa; 1
2; 23; Shipment; FR01; PORFCUSER; TENA Slip Maxi Medium 3x24p, INT/IT; 1
3; 4; Delivery change: stat. goods mov. date; DE13; DEDFESC; TENA Comfort Mini Super 6x30p Neu; 1
1; 14; Order; DE27; DELHALO; Tork Matic Extra Long Hand Towel Roll; 1
5; 8; Delivery change: volume; DE27; PORFCUSER; Tork XPN DispNap nat 1P 4F 225/5/8; 1
5; 5; Delivery change: stat. goods mov. date; DE27; HYB_BATCHMAN; Tork Mini Jumbo TR Adv 2p 170m; 0
5; 11; Delivery; FR01; FRHALYA; LOTUS Moltonel TP 7/9-R 3ply Pk/Wht; 1
4; 16; Sales Doc. change: delivery block; FR01; FRHMEBR; Tork Matic Soft HTR Adv 2p 150m; 1
1; 6; Order; DE13; HYB_BATCHMAN; TEMPO Base 20/15x10 4Ply Q2/18 Broca FSC; 1
4; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Silhouette Normal Large 6x10p; 1
3; 22; Delivery change: goods movement date; DE27; PORFCUSER; Tork C-fold Hand Towel Adv 2p; 1
2; 7; Shipping change: name carrier; FR01; PORFCUSER; SYSTeME U BRT 8/12R 2P white FSC EU; 1
1; 9; Order; DE13; HYB_BATCHMAN; TENA Lady Discreet Mini P 8x16p+ wobbler; 1
5; 15; Shipping change: name carrier; FR01; PORFCUSER; SYSTEME U BRT 8/12-R 3-Ply Pink FSC EU; 1
5; 6; Shipping change: itinerary date; DE13; PORFCUSER; TEMPO Moist HA Fresh2Go Pure 15/10 Q4/17; 1
5; 9; Delivery change: stat. goods mov. date; DE13; DEDSTWA; TENA Bed Plus Secure Zone 60x90, 4x30pcs; 1
5; 10; Delivery change: goods movement date; FR01; HYT_WMS_WP1; SYSTeME U BRT 126/12 2-Ply Pink FSC EU; 0
3; 13; Incoming payment; DE13; DEHKLLA; TENA Flex Super Medium 3x30p, INT; 1
1; 7; Delivery change: volume; DE13; PORFCUSER; ZEWA HHT 4/150SH Q3/18 QuickTowel DE FSC; 1
3; 13; Order; FR01; FRHANGB; Tork SmartOne Twin Mini TR Disp Black; 1
2; 11; Shipment; DE13; DEHAEMI; REAL QUALITY HA 10/30x10, 4ply ChokeIcon; 1
3; 23; Shipping change: itinerary date; FR01; HYB_BATCHMAN; TENA Flex Maxi Large 3x22p, INT; 1
2; 8; Delivery; DE13; DEHSTSZ; TENA Comfort Mini Extra 8x28p Neu; 1
