nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
86,0.29,0.35,0.0024,-0.13,0.26,0.03,-0.02,0.22,1.06,0.44,0.0
86,0.42,0.44,0.0035,-0.09,0.29,0.03,-0.02,0.24,1.54,0.49,0.0
74,-0.58,0.05,-0.0048,-0.24,0.06,0.02,-0.03,0.63,-2.41,0.5,0.0
74,-0.35,0.16,-0.0029,-0.29,0.12,0.02,-0.04,0.51,-1.24,0.58,0.0
72,-0.42,0.09,-0.0035,-0.36,0.09,0.02,-0.03,0.7,-1.22,0.47,0.0
72,-0.2,0.11,-0.0016,-0.31,0.09,0.02,-0.03,0.56,-0.64,0.57,0.0
72,-0.57,0,-0.0047,-0.34,0.09,0.02,-0.03,0.74,-1.65,0.42,0.0
82,-0.01,0.55,-0.0001,-0.31,0.31,0.03,-0.03,0.55,-0.02,0.5,0.0
82,-0.2,0.39,-0.0016,-0.32,0.3,0.02,-0.03,0.59,-0.53,0.54,0.0
80,0.02,0.19,0.0002,-0.15,0.16,0.02,-0.03,0.24,0.07,0.59,0.0
80,0.08,0.15,0.0007,-0.15,0.17,0.02,-0.03,0.31,0.33,0.53,0.0
80,0.18,0.32,0.0015,-0.14,0.28,0.03,-0.03,0.21,0.64,0.54,0.0
80,-0.25,0.06,-0.0021,-0.31,0.09,0.02,-0.02,0.33,-0.93,0.45,0.0
80,-0.31,0.16,-0.0026,-0.25,0.07,0.02,-0.02,0.47,-1.31,0.49,0.0
80,-0.19,0.2,-0.0016,-0.2,0.06,0.03,-0.02,0.43,-0.86,0.42,0.0
72,0.61,0.61,0.0051,-0.14,0.21,0.03,-0.02,0.14,2.62,0.57,0.0
72,0.62,0.62,0.0052,-0.06,0.12,0.03,-0.01,0.11,3.56,0.57,0.0
84,0.24,0.34,0.002,-0.08,0.35,0.02,-0.02,0.14,0.82,0.55,0.0
84,0.53,0.53,0.0044,-0.06,0.35,0.03,-0.01,0.21,1.87,0.45,0.0
84,0.59,0.68,0.0049,-0.06,0.28,0.03,-0.02,0.11,2.18,0.48,0.0
75,0.12,0.12,0.001,-0.08,0.08,0.02,-0.02,0.24,0.72,0.6,0.0
75,-0.17,0,-0.0014,-0.1,0.16,0.02,-0.03,0.37,-0.8,0.52,0.0
84,-0.83,0.16,-0.0068,-0.58,0.06,0.02,-0.04,0.98,-1.87,0.51,0.0
84,-0.76,0.13,-0.0063,-0.53,0.09,0.02,-0.04,0.89,-1.82,0.5,0.0
84,-0.9,0.16,-0.0075,-0.56,0.09,0.02,-0.04,1.06,-2.07,0.52,0.0
82,0.5,0.61,0.0042,-0.09,0.33,0.03,-0.02,0.15,1.56,0.48,0.0
82,0.39,0.42,0.0032,-0.08,0.3,0.03,-0.02,0.2,1.39,0.46,0.0
86,-0.23,0.19,-0.0019,-0.22,0.08,0.02,-0.03,0.43,-0.96,0.52,0.0
85,1.2,1.2,0.0099,-0.06,0.65,0.04,-0.01,0.11,2.51,0.55,0.0
85,0.72,0.8,0.0059,-0.11,0.41,0.03,-0.02,0.24,1.9,0.56,0.0
85,0.81,0.81,0.0067,-0.06,0.4,0.03,-0.02,0.17,2.54,0.56,0.0
76,0.18,0.3,0.0015,-0.09,0.22,0.02,-0.02,0.26,0.82,0.53,0.0
76,0.28,0.28,0.0023,-0.06,0.21,0.03,-0.02,0.27,1.33,0.47,0.0
82,-0.61,0.07,-0.005,-0.38,0.08,0.02,-0.03,0.79,-1.92,0.41,0.0
82,-0.24,0.21,-0.002,-0.33,0.16,0.02,-0.02,0.47,-0.78,0.44,0.0
82,-0.83,0.26,-0.0069,-0.58,0.12,0.02,-0.03,1.09,-1.88,0.43,0.0
77,0.03,0.03,0.0003,-0.13,0.21,0.03,-0.02,0.34,0.13,0.48,0.0
77,0.58,0.62,0.0048,-0.05,0.33,0.03,-0.01,0.21,2.12,0.51,0.0
81,0.11,0.11,0.0009,-0.13,0.17,0.03,-0.02,0.29,0.49,0.47,0.0
81,0.14,0.14,0.0012,-0.11,0.1,0.02,-0.02,0.2,0.73,0.51,0.0
81,0.36,0.36,0.0029,-0.09,0.08,0.02,-0.02,0.15,2.14,0.56,0.0
85,0.73,0.73,0.0061,-0.2,0.34,0.03,-0.02,0.26,2.27,0.58,0.0
85,0.31,0.31,0.0026,-0.29,0.36,0.03,-0.02,0.49,0.86,0.53,0.0
76,-0.46,0.08,-0.0038,-0.31,0.07,0.02,-0.03,0.54,-1.68,0.47,0.0
76,-0.13,0.28,-0.0011,-0.31,0.07,0.02,-0.03,0.48,-0.47,0.5,0.0
76,-0.29,0.12,-0.0024,-0.35,0.09,0.02,-0.03,0.5,-0.97,0.49,0.0
76,-0.36,0.31,-0.0029,-0.32,0.13,0.02,-0.03,0.67,-1.19,0.45,0.0
76,-0,0.48,-0,-0.28,0.14,0.02,-0.03,0.49,-0.02,0.51,0.0
76,0.04,0.37,0.0003,-0.2,0.18,0.02,-0.03,0.34,0.16,0.54,0.0
96,0.41,0.56,0.0034,-0.17,0.15,0.02,-0.02,0.19,1.64,0.55,0.0
96,0.45,0.66,0.0037,-0.14,0.16,0.03,-0.02,0.22,1.75,0.53,0.0
87,-0.28,0.04,-0.0023,-0.2,0.17,0.02,-0.03,0.33,-1.04,0.49,0.0
87,-0.43,0.14,-0.0036,-0.29,0.11,0.02,-0.03,0.6,-1.58,0.48,0.0
77,-0.55,0,-0.0046,-0.14,0.06,0.02,-0.02,0.55,-2.77,0.43,0.0
77,-0.11,0.02,-0.0009,-0.11,0.09,0.02,-0.02,0.25,-0.58,0.53,0.0
77,-0.26,0.05,-0.0022,-0.18,0.07,0.02,-0.02,0.31,-1.31,0.49,0.0
78,-0.64,0.17,-0.0053,-0.28,0.07,0.02,-0.02,0.82,-2.68,0.37,0.0
78,-0.37,0.15,-0.0031,-0.12,0.06,0.02,-0.02,0.52,-2.32,0.41,0.0
78,-0.5,0.14,-0.0041,-0.18,0.05,0.01,-0.02,0.65,-2.67,0.45,0.0
74,0.07,0.27,0.0005,-0.09,0.28,0.02,-0.03,0.24,0.25,0.57,0.0
74,-0.1,0.22,-0.0009,-0.13,0.31,0.03,-0.03,0.33,-0.36,0.43,0.0
77,-0.07,0.15,-0.0006,-0.16,0.35,0.03,-0.03,0.57,-0.19,0.42,0.0
77,0.39,0.39,0.0032,-0.12,0.33,0.04,-0.02,0.42,1.07,0.48,0.0
77,0.17,0.17,0.0014,-0.05,0.32,0.04,-0.02,0.52,0.53,0.38,0.0
85,-0.07,0.35,-0.0006,-0.31,0.07,0.02,-0.02,0.44,-0.26,0.55,0.0
85,-0.17,0.22,-0.0014,-0.3,0.18,0.02,-0.03,0.39,-0.57,0.49,0.0
78,-0.12,0.22,-0.001,-0.19,0.11,0.02,-0.03,0.51,-0.51,0.53,0.0
78,-0.03,0.35,-0.0003,-0.24,0.11,0.02,-0.03,0.53,-0.13,0.53,0.0
78,-0.32,0.15,-0.0026,-0.19,0.13,0.02,-0.03,0.62,-1.32,0.51,0.0
89,-0.29,0.07,-0.0024,-0.12,0.12,0.02,-0.02,0.47,-1.39,0.4,0.0
89,-0.49,0.1,-0.004,-0.24,0.06,0.02,-0.02,0.63,-2.09,0.45,0.0
84,0.02,0.51,0.0001,-0.31,0.32,0.03,-0.03,0.49,0.04,0.51,0.0
84,0.31,0.73,0.0026,-0.31,0.31,0.03,-0.03,0.42,0.78,0.52,0.0
84,0.16,0.52,0.0013,-0.31,0.29,0.03,-0.04,0.36,0.43,0.57,0.0
79,-0.15,0.11,-0.0013,-0.12,0.06,0.02,-0.02,0.26,-1.03,0.43,0.0
79,-0.17,0.15,-0.0014,-0.17,0.07,0.02,-0.02,0.32,-0.92,0.48,0.0
79,-0.25,0.19,-0.0021,-0.13,0.08,0.02,-0.02,0.44,-1.39,0.42,0.0
74,0.01,0.25,0.0001,-0.24,0.08,0.02,-0.02,0.3,0.04,0.5,0.0
74,-0.17,0.03,-0.0014,-0.23,0.13,0.02,-0.02,0.33,-0.75,0.49,0.0
79,0.25,0.27,0.002,-0.06,0.31,0.02,-0.02,0.22,0.93,0.49,0.0
79,0.26,0.27,0.0022,-0.08,0.33,0.03,-0.01,0.26,0.95,0.39,0.0
79,0.43,0.44,0.0035,-0.13,0.22,0.03,-0.02,0.21,1.67,0.48,0.0
84,0.36,0.52,0.003,-0.09,0.5,0.03,-0.02,0.21,0.95,0.55,0.0
84,-0.15,0.01,-0.0013,-0.19,0.3,0.02,-0.03,0.31,-0.5,0.49,0.0
84,0.88,0.96,0.0073,-0.05,0.62,0.03,-0.02,0.1,1.97,0.58,0.0
78,0.03,0.35,0.0002,-0.15,0.18,0.03,-0.02,0.33,0.11,0.49,0.0
78,0.19,0.37,0.0016,-0.1,0.21,0.03,-0.02,0.19,0.79,0.54,0.0
76,0.51,0.53,0.0042,-0.15,0.16,0.03,-0.03,0.15,1.96,0.62,0.0
76,-0.24,0.14,-0.002,-0.26,0.09,0.02,-0.02,0.38,-1.03,0.46,0.0
76,-0.34,0.26,-0.0028,-0.33,0.09,0.02,-0.03,0.6,-1.21,0.45,0.0
85,-0.79,0.07,-0.0065,-0.26,0.12,0.02,-0.04,0.92,-2.21,0.48,0.0
85,-0.25,0.43,-0.0021,-0.34,0.13,0.02,-0.03,0.72,-0.72,0.52,0.0
80,0.16,0.26,0.0014,-0.11,0.33,0.03,-0.02,0.46,0.56,0.54,0.0
80,0.2,0.46,0.0017,-0.13,0.2,0.03,-0.02,0.55,0.8,0.49,0.0
80,0.15,0.34,0.0012,-0.12,0.21,0.02,-0.03,0.45,0.61,0.59,0.0
76,-0.33,0.28,-0.0027,-0.3,0.09,0.02,-0.03,0.61,-1.05,0.47,0.0
76,-0.41,0.13,-0.0034,-0.32,0.13,0.02,-0.04,0.54,-1.25,0.54,0.0
82,-0.72,0.14,-0.006,-0.33,0.09,0.02,-0.03,1.03,-2.03,0.48,0.0
82,-0.09,0.3,-0.0007,-0.35,0.13,0.02,-0.03,0.66,-0.26,0.59,0.0
82,-0.51,0.09,-0.0042,-0.37,0.16,0.02,-0.03,0.83,-1.48,0.46,0.0
78,0.75,0.81,0.0062,-0.14,0.29,0.04,-0.02,0.19,2.13,0.54,0.0
78,0.51,0.58,0.0042,-0.12,0.17,0.03,-0.02,0.15,1.97,0.56,0.0
78,0.65,0.74,0.0054,-0.11,0.18,0.03,-0.02,0.12,2.63,0.58,0.0
77,0.23,0.23,0.0019,-0.21,0.34,0.04,-0.02,0.23,0.67,0.42,0.0
76,-0.07,0.24,-0.0006,-0.15,0.1,0.02,-0.03,0.32,-0.36,0.57,0.0
76,-0.2,0.16,-0.0017,-0.11,0.11,0.02,-0.03,0.36,-1.09,0.55,0.0
82,-0.73,0.01,-0.006,-0.34,0.33,0.02,-0.03,1.13,-1.93,0.37,0.0
82,-0.5,0.03,-0.0041,-0.35,0.29,0.02,-0.03,0.98,-1.37,0.44,0.0
82,-0.19,0.04,-0.0016,-0.35,0.3,0.03,-0.03,0.8,-0.49,0.45,0.0
82,-0.58,0,-0.0048,-0.27,0.13,0.02,-0.03,0.71,-2.25,0.4,0.0
82,-0.46,0,-0.0038,-0.19,0.1,0.02,-0.03,0.55,-2.08,0.45,0.0
82,-0.38,0,-0.0032,-0.3,0.18,0.02,-0.03,0.57,-1.31,0.46,0.0
83,0.06,0.08,0.0005,-0.07,0.08,0.02,-0.02,0.2,0.36,0.54,0.0
83,-0.23,0,-0.0019,-0.11,0.08,0.02,-0.02,0.36,-1.35,0.48,0.0
74,-1.26,0.01,-0.0104,-0.46,0.03,0.01,-0.04,1.26,-3.32,0.41,0.0
74,-0.91,0.04,-0.0075,-0.52,0.09,0.02,-0.03,0.95,-2.3,0.41,0.0
74,-1.22,0,-0.0101,-0.48,0.06,0.01,-0.03,1.22,-3.35,0.34,0.0
83,0.19,0.19,0.0016,-0.09,0.28,0.03,-0.02,0.27,0.68,0.49,0.0
83,0.33,0.33,0.0027,-0.13,0.29,0.03,-0.03,0.31,1.07,0.53,0.0
83,0.2,0.23,0.0016,-0.2,0.35,0.03,-0.02,0.31,0.58,0.46,0.0
84,0.15,0.44,0.0013,-0.36,0.31,0.03,-0.03,0.43,0.34,0.51,0.0
84,0.55,0.55,0.0045,-0.27,0.29,0.03,-0.03,0.27,1.49,0.6,0.0
76,0.22,0.51,0.0018,-0.29,0.15,0.02,-0.03,0.42,0.8,0.63,0.0
76,-0.37,0.09,-0.003,-0.28,0.06,0.02,-0.03,0.52,-1.43,0.51,0.0
76,-0.37,0.04,-0.0031,-0.32,0.08,0.02,-0.03,0.53,-1.33,0.51,0.0
82,0.08,0.18,0.0007,-0.1,0.1,0.02,-0.02,0.21,0.42,0.52,0.0
82,-0.29,0.03,-0.0024,-0.13,0.09,0.02,-0.03,0.37,-1.4,0.51,0.0
82,-0.04,0.03,-0.0003,-0.08,0.13,0.02,-0.02,0.18,-0.24,0.51,0.0
76,-0.33,0.1,-0.0027,-0.4,0.1,0.02,-0.03,0.54,-1.04,0.47,0.0
76,-0.41,0.16,-0.0034,-0.5,0.09,0.02,-0.03,0.66,-1.06,0.49,0.0
89,0.01,0.32,0.0001,-0.17,0.09,0.02,-0.02,0.31,0.05,0.56,0.0
89,0.29,0.54,0.0024,-0.16,0.11,0.02,-0.02,0.25,1.5,0.56,0.0
89,-0.36,0.13,-0.003,-0.28,0.08,0.02,-0.03,0.49,-1.18,0.52,0.0
81,0.55,0.55,0.0045,-0.18,0.28,0.02,-0.02,0.18,1.97,0.64,0.0
81,0.37,0.57,0.0031,-0.33,0.15,0.03,-0.02,0.35,1.14,0.52,0.0
83,0.3,0.3,0.0025,-0.17,0.31,0.03,-0.02,0.31,1.05,0.45,0.0
83,0.13,0.43,0.0011,-0.31,0.25,0.03,-0.02,0.46,0.39,0.47,0.0
83,0.13,0.31,0.0011,-0.21,0.3,0.03,-0.02,0.45,0.44,0.43,0.0
73,-0.14,0,-0.0011,-0.07,0.11,0.02,-0.02,0.34,-0.8,0.42,0.0
73,-0.11,0.08,-0.0009,-0.06,0.08,0.02,-0.02,0.22,-0.68,0.47,0.0
89,0.11,0.11,0.0009,-0.18,0.12,0.02,-0.02,0.25,0.49,0.58,0.0
89,-0.18,0.05,-0.0015,-0.27,0.11,0.02,-0.02,0.33,-0.69,0.53,0.0
89,0.28,0.28,0.0023,-0.2,0.18,0.02,-0.02,0.24,1.02,0.56,0.0
84,-0.21,0.01,-0.0017,-0.13,0.17,0.03,-0.02,0.62,-0.89,0.44,0.0
84,0.01,0.01,0.0001,-0.11,0.27,0.02,-0.02,0.45,0.03,0.54,0.0
84,0.16,0.28,0.0013,-0.09,0.35,0.03,-0.02,0.33,0.49,0.49,0.0
84,0.08,0.08,0.0007,-0.12,0.28,0.02,-0.03,0.36,0.29,0.56,0.0
86,-0.03,0.29,-0.0002,-0.18,0.14,0.03,-0.02,0.32,-0.11,0.44,0.0
86,-0.12,0.2,-0.001,-0.29,0.08,0.02,-0.02,0.36,-0.47,0.49,0.0
86,-0.54,0.05,-0.0045,-0.29,0.14,0.02,-0.03,0.59,-1.98,0.42,0.0
82,-0.39,0.21,-0.0032,-0.23,0.24,0.03,-0.03,0.6,-1.13,0.45,0.0
82,-1.13,0.04,-0.0094,-0.34,0.07,0.02,-0.04,1.17,-2.98,0.41,0.0
74,0.37,0.4,0.0031,-0.11,0.65,0.04,-0.02,0.37,0.77,0.47,0.0
74,-0.28,0.02,-0.0023,-0.13,0.36,0.03,-0.03,0.65,-0.86,0.49,0.0
74,-0.2,0.03,-0.0016,-0.11,0.31,0.03,-0.02,0.5,-0.7,0.42,0.0
76,0.78,0.78,0.0064,-0.13,0.31,0.04,-0.02,0.26,2.29,0.54,0.0
76,0.9,0.9,0.0074,-0.15,0.34,0.03,-0.03,0.24,2.47,0.64,0.0
76,0.5,0.5,0.0042,-0.15,0.3,0.03,-0.03,0.48,1.42,0.58,0.0
80,-0.42,0.25,-0.0035,-0.27,0.06,0.02,-0.03,0.67,-1.45,0.54,0.0
80,-0.5,0.24,-0.0041,-0.31,0.04,0.02,-0.03,0.74,-1.73,0.53,0.0
87,-0.79,0.03,-0.0065,-0.39,0.04,0.01,-0.03,0.87,-2.6,0.44,0.0
87,-1.17,0,-0.0097,-0.61,0.07,0.01,-0.03,1.22,-2.65,0.44,0.0
87,-1.05,0,-0.0087,-0.47,0.05,0.01,-0.03,1.05,-2.98,0.46,0.0
75,0.27,0.31,0.0023,-0.17,0.17,0.02,-0.02,0.17,1.25,0.57,0.0
75,0.31,0.36,0.0026,-0.3,0.3,0.03,-0.02,0.3,0.93,0.56,0.0
75,-0.22,0.05,-0.0018,-0.33,0.33,0.02,-0.03,0.63,-0.63,0.51,0.0
88,0.23,0.23,0.0019,-0.27,0.27,0.03,-0.02,0.27,0.65,0.5,0.0
88,0.41,0.41,0.0034,-0.36,0.39,0.03,-0.03,0.42,0.91,0.53,0.0
73,0.21,0.39,0.0017,-0.16,0.19,0.02,-0.02,0.19,0.86,0.55,0.0
73,-0.06,0.26,-0.0005,-0.21,0.11,0.02,-0.02,0.33,-0.27,0.52,0.0
78,-0.12,0,-0.001,-0.23,0.11,0.02,-0.02,0.31,-0.53,0.51,0.0
78,-0.67,0,-0.0055,-0.31,0.06,0.02,-0.03,0.74,-2.43,0.41,0.0
78,-0.17,0.12,-0.0014,-0.16,0.07,0.02,-0.02,0.3,-0.82,0.46,0.0
78,-0.04,0.23,-0.0004,-0.18,0.08,0.02,-0.02,0.28,-0.22,0.5,0.0
78,0.03,0.06,0.0002,-0.11,0.09,0.02,-0.02,0.24,0.17,0.49,0.0
83,0.43,0.55,0.0035,-0.09,0.36,0.03,-0.02,0.2,1.33,0.51,0.0
83,0.88,0.89,0.0073,-0.09,0.59,0.04,-0.02,0.27,1.96,0.52,0.0
83,-0.26,0.13,-0.0022,-0.31,0.07,0.02,-0.03,0.44,-1.02,0.54,0.0
83,-0.47,0.14,-0.0038,-0.32,0.09,0.02,-0.03,0.7,-1.7,0.49,0.0
83,-0.32,0.08,-0.0026,-0.27,0.05,0.02,-0.03,0.43,-1.26,0.57,0.0
83,-0.44,0.01,-0.0037,-0.47,0.17,0.02,-0.03,0.84,-1.14,0.49,0.0
83,-0.31,0.09,-0.0026,-0.31,0.09,0.02,-0.03,0.51,-1.09,0.49,0.0
83,-0.92,0,-0.0076,-0.54,0.09,0.02,-0.04,1.07,-2.21,0.48,0.0
83,-0.1,0.14,-0.0008,-0.31,0.57,0.03,-0.03,0.47,-0.2,0.46,0.0
83,-0.02,0.31,-0.0001,-0.3,0.54,0.03,-0.03,0.39,-0.03,0.48,0.0
77,-0.87,0,-0.0072,-0.31,0.06,0.01,-0.03,0.93,-3.24,0.38,0.0
77,-0.93,0.04,-0.0077,-0.44,0.03,0.01,-0.04,0.98,-2.77,0.52,0.0
77,-0.75,0,-0.0062,-0.34,0.06,0.02,-0.03,0.78,-2.5,0.49,0.0
80,-0.07,0.02,-0.0006,-0.1,0.1,0.01,-0.02,0.24,-0.42,0.56,0.0
80,0.03,0.2,0.0002,-0.14,0.2,0.02,-0.02,0.22,0.12,0.54,0.0
80,0.21,0.32,0.0018,-0.07,0.17,0.02,-0.02,0.26,1.1,0.55,0.0
83,0.06,0.32,0.0005,-0.34,0.31,0.03,-0.02,0.5,0.16,0.48,0.0
83,0.09,0.38,0.0007,-0.31,0.28,0.03,-0.03,0.54,0.26,0.47,0.0
83,-0.8,0.08,-0.0066,-0.63,0.1,0.02,-0.03,0.98,-1.7,0.48,0.0
83,-0.83,0.03,-0.0068,-0.52,0.15,0.02,-0.03,0.92,-2.05,0.39,0.0
87,-0.49,0,-0.0041,-0.11,0.07,0.01,-0.03,0.59,-2.69,0.49,0.0
87,0.18,0.22,0.0015,-0.11,0.19,0.03,-0.02,0.33,0.82,0.46,0.0
87,0.45,0.45,0.0038,-0.14,0.34,0.03,-0.02,0.35,1.57,0.51,0.0
82,0.62,0.69,0.0051,-0.07,0.18,0.03,-0.01,0.07,3,0.54,0.0
82,0.45,0.5,0.0037,-0.13,0.11,0.02,-0.02,0.13,2.26,0.61,0.0
87,0.54,0.69,0.0045,-0.13,0.22,0.03,-0.02,0.23,2.26,0.54,0.0
87,0.32,0.45,0.0027,-0.06,0.28,0.02,-0.02,0.14,1.37,0.52,0.0
79,-0.5,0.2,-0.0041,-0.28,0.1,0.02,-0.03,0.7,-1.67,0.49,0.0
79,-0.37,0.16,-0.003,-0.11,0.07,0.02,-0.03,0.52,-1.79,0.48,0.0
72,-0.5,0.01,-0.0042,-0.27,0.06,0.02,-0.02,0.51,-2.18,0.36,0.0
72,0.02,0.3,0.0002,-0.25,0.15,0.02,-0.02,0.28,0.09,0.53,0.0
86,0.74,0.74,0.0061,-0.11,0.34,0.03,-0.02,0.24,2.38,0.57,0.0
86,0.61,0.61,0.005,-0.1,0.3,0.03,-0.02,0.18,2.16,0.51,0.0
78,1.01,1.17,0.0083,-0.16,0.42,0.05,-0.02,0.18,2.16,0.47,0.0
78,0.69,0.88,0.0057,-0.18,0.31,0.04,-0.03,0.28,1.68,0.53,0.0
78,0.78,0.81,0.0064,-0.08,0.41,0.05,-0.02,0.47,1.72,0.46,0.0
74,0.38,0.38,0.0032,-0.11,0.28,0.03,-0.02,0.21,1.39,0.53,0.0
74,0.24,0.29,0.002,-0.14,0.34,0.03,-0.03,0.28,0.79,0.57,0.0
85,-0.57,0.17,-0.0047,-0.3,0.07,0.02,-0.04,0.74,-1.88,0.55,0.0
85,-0.59,0.21,-0.0048,-0.28,0.08,0.02,-0.03,0.79,-2.04,0.49,0.0
78,-0.28,0.14,-0.0023,-0.35,0.2,0.03,-0.03,0.66,-0.81,0.46,0.0
77,-0.16,0.15,-0.0013,-0.13,0.28,0.03,-0.03,0.32,-0.55,0.47,0.0
89,1.3,1.33,0.0108,-0.08,0.97,0.04,-0.02,0.1,1.89,0.56,0.0
89,0.93,0.93,0.0077,-0.07,0.84,0.05,-0.02,0.36,1.54,0.46,0.0
80,-0.68,0.07,-0.0057,-0.44,0.08,0.02,-0.03,0.81,-1.93,0.5,0.0
73,-0.12,0.41,-0.001,-0.52,0.12,0.02,-0.03,0.57,-0.29,0.56,0.0
74,-0.09,0,-0.0008,-0.12,0.26,0.02,-0.02,0.43,-0.37,0.49,0.0
74,0.01,0.02,0.0001,-0.14,0.28,0.02,-0.02,0.3,0.03,0.49,0.0
74,-0.36,0.04,-0.003,-0.17,0.22,0.02,-0.03,0.56,-1.46,0.42,0.0
78,-0.37,0.03,-0.0031,-0.25,0.14,0.02,-0.02,0.42,-1.52,0.45,0.0
78,-0.48,0,-0.004,-0.24,0.13,0.01,-0.02,0.51,-2.13,0.46,0.0
83,-0.25,0.23,-0.0021,-0.43,0.14,0.02,-0.03,0.61,-0.72,0.48,0.0
83,-0.36,0.31,-0.003,-0.53,0.16,0.02,-0.03,0.73,-0.88,0.45,0.0
79,-0.26,0.03,-0.0022,-0.2,0.2,0.02,-0.02,0.36,-1.03,0.43,0.0
79,0.01,0.18,0.0001,-0.3,0.3,0.03,-0.03,0.32,0.03,0.47,0.0
87,0.15,0.17,0.0012,-0.28,0.17,0.02,-0.02,0.31,0.52,0.51,0.0
87,0.15,0.27,0.0013,-0.29,0.24,0.03,-0.02,0.36,0.48,0.51,0.0
81,-0.55,0.09,-0.0046,-0.16,0.09,0.01,-0.03,0.73,-2.4,0.52,0.0
81,-0.41,0.13,-0.0034,-0.21,0.08,0.02,-0.03,0.61,-1.77,0.54,0.0
78,-0.12,0.08,-0.001,-0.15,0.17,0.02,-0.03,0.36,-0.46,0.51,0.0
78,0.13,0.15,0.0011,-0.13,0.21,0.02,-0.03,0.28,0.54,0.58,0.0
81,0.16,0.28,0.0013,-0.16,0.29,0.03,-0.03,0.3,0.52,0.57,0.0
81,0.47,0.57,0.0039,-0.18,0.29,0.04,-0.02,0.18,1.43,0.46,0.0
84,-0.07,0.27,-0.0006,-0.29,0.15,0.02,-0.03,0.44,-0.25,0.57,0.0
84,-0.37,0.13,-0.0031,-0.31,0.08,0.02,-0.02,0.67,-1.33,0.44,0.0
81,0.15,0.56,0.0013,-0.31,0.32,0.03,-0.03,0.4,0.41,0.48,0.0
81,-0.36,0.11,-0.003,-0.42,0.28,0.02,-0.03,0.47,-0.95,0.52,0.0
84,0.28,0.5,0.0023,-0.29,0.17,0.03,-0.02,0.29,0.95,0.54,0.0
83,-0.07,0.05,-0.0005,-0.23,0.24,0.02,-0.03,0.23,-0.23,0.49,0.0
83,-0.21,0.03,-0.0017,-0.24,0.26,0.02,-0.02,0.39,-0.69,0.45,0.0
81,-1.01,0.04,-0.0084,-0.56,0.11,0.02,-0.05,1.06,-2.13,0.54,0.0
76,-0.05,0.07,-0.0004,-0.07,0.07,0.02,-0.02,0.28,-0.29,0.49,0.0
76,-0.15,0.05,-0.0012,-0.06,0.08,0.02,-0.02,0.3,-0.98,0.47,0.0
88,0.29,0.55,0.0024,-0.25,0.34,0.03,-0.02,0.3,0.83,0.51,0.0
78,-0.66,0.06,-0.0054,-0.21,0.06,0.01,-0.03,0.72,-2.78,0.51,0.0
78,-0.82,0.06,-0.0068,-0.35,0.08,0.02,-0.03,0.88,-2.73,0.44,0.0
77,-0.79,0.17,-0.0065,-0.33,0.09,0.02,-0.03,1.01,-2.4,0.45,0.0
77,-0.59,0.19,-0.0049,-0.34,0.05,0.02,-0.04,0.84,-1.77,0.52,0.0
77,-0.08,0.14,-0.0006,-0.08,0.3,0.03,-0.02,0.33,-0.29,0.42,0.0
77,0.12,0.38,0.001,-0.1,0.37,0.02,-0.02,0.26,0.41,0.45,0.0
94,1.4,1.48,0.0116,-0.1,0.67,0.04,-0.02,0.11,2.53,0.59,0.0
94,1.44,1.49,0.0119,-0.11,0.68,0.04,-0.02,0.11,2.66,0.6,0.0
83,-0.39,0.11,-0.0032,-0.3,0.17,0.02,-0.03,0.5,-1.37,0.49,0.0
83,-0.26,0.22,-0.0022,-0.24,0.13,0.02,-0.03,0.48,-1.04,0.54,0.0
78,-0.46,0.16,-0.0038,-0.3,0.09,0.02,-0.03,0.62,-1.63,0.44,0.0
78,-0.38,0.16,-0.0031,-0.15,0.06,0.02,-0.03,0.55,-1.76,0.5,0.0
79,-0.08,0.31,-0.0006,-0.18,0.14,0.02,-0.02,0.42,-0.3,0.49,0.0
79,-0.37,0.17,-0.003,-0.34,0.14,0.02,-0.03,0.59,-1.17,0.44,0.0
82,0.63,0.63,0.0052,-0.08,0.53,0.04,-0.02,0.28,1.49,0.49,0.0
82,0.47,0.47,0.0038,-0.13,0.38,0.04,-0.02,0.32,1.34,0.46,0.0
87,0.16,0.26,0.0013,-0.11,0.3,0.03,-0.02,0.49,0.46,0.46,0.0
87,0.16,0.23,0.0013,-0.14,0.24,0.03,-0.02,0.35,0.54,0.51,0.0
86,0.25,0.25,0.002,-0.08,0.11,0.02,-0.02,0.23,1.29,0.52,0.0
77,-0.08,0,-0.0007,-0.11,0.07,0.02,-0.02,0.21,-0.42,0.53,0.0
77,0.24,0.29,0.002,-0.09,0.13,0.02,-0.02,0.15,1.12,0.56,0.0
82,-0.15,0.24,-0.0012,-0.31,0.09,0.02,-0.02,0.46,-0.57,0.49,0.0
81,-0.38,0.07,-0.0032,-0.19,0.14,0.02,-0.03,0.72,-1.43,0.44,0.0
81,-0.41,0.06,-0.0034,-0.19,0.13,0.02,-0.03,0.72,-1.67,0.43,0.0
79,0.52,0.58,0.0043,-0.12,0.23,0.03,-0.02,0.16,2.02,0.56,0.0
88,-0.09,0.07,-0.0007,-0.23,0.27,0.02,-0.02,0.38,-0.3,0.48,0.0
88,-0.25,0.14,-0.0021,-0.24,0.11,0.02,-0.03,0.43,-0.98,0.53,0.0
